EF593218	-1
EU289193	-1
EU576396	-1
EU576397	-1
EU576398	-1
EU576399	-1
EU576400	-1
EU576401	-1
EU576402	-1
EU576403	-1
EU576404	-1
EU576405	-1
EU576406	-1
EU576407	-1
EU576408	-1
EU576409	-1
EU576410	-1
EU576411	-1
EU576412	-1
EU576413	-1
EU576414	-1
EU576415	-1
EU576416	-1
EU576417	-1
EU576418	-1
EU576419	-1
EU576420	-1
EU576421	-1
EU576422	-1
EU576423	-1
EU576424	-1
EU578952	-1
EU578953	-1
EU578954	-1
EU578955	-1
EU578956	-1
EU578957	-1
EU578958	-1
EU578959	-1
EU578960	-1
EU578961	-1
EU578962	-1
EU578963	-1
EU578964	-1
EU578965	-1
EU578966	-1
EU578967	-1
EU578968	-1
EU578969	-1
EU578970	-1
EU578971	-1
EU578973	-1
EU578974	-1
EU578975	-1
EU578976	-1
EU578977	-1
EU578978	-1
EU578979	-1
EU578980	-1
EU578981	-1
EU578982	-1
EU578983	-1
EU578984	-1
EU578985	-1
EU578986	-1
EU578987	-1
EU578988	-1
EU578989	-1
EU578990	-1
EU578991	-1
EU578992	-1
EU578993	-1
EU578994	-1
EU578995	-1
EU578996	-1
EU578997	-1
FJ495804	16
FJ495805	16
FJ495806	16
FJ495807	16
FJ495808	16
FJ495809	16
FJ495810	16
FJ495811	16
FJ495812	16
FJ495813	16
FJ495814	16
FJ495815	16
FJ495816	16
FJ495817	16
FJ495818	16
FJ495819	16
FJ495820	16
FJ495821	16
FJ495822	16
FJ495823	16
FJ495824	16
FJ495825	16
FJ495826	16
FJ495827	0
FJ495828	0
FJ495829	0
FJ495830	0
FJ495831	0
FJ495832	0
FJ495833	0
FJ495834	0
FJ495835	0
FJ495836	0
FJ495837	0
FJ495838	0
FJ495839	0
FJ495840	0
FJ495841	0
FJ495842	0
FJ495843	0
FJ495844	0
FJ495845	0
FJ495846	0
FJ495847	0
FJ495848	0
FJ495849	0
FJ495850	0
FJ495851	0
FJ495852	0
FJ495853	111
FJ495854	111
FJ495855	111
FJ495856	111
FJ495857	111
FJ495858	111
FJ495859	111
FJ495860	111
FJ495861	111
FJ495862	111
FJ495863	111
FJ495864	111
FJ495865	111
FJ495866	111
FJ495867	111
FJ495868	111
FJ495869	111
FJ495870	181
FJ495871	181
FJ495872	181
FJ495873	181
FJ495874	181
FJ495875	181
FJ495876	181
FJ495877	181
FJ495878	181
FJ495879	181
FJ495880	181
FJ495881	181
FJ495882	181
FJ495883	181
FJ495884	181
FJ495885	181
FJ495886	181
FJ495887	181
FJ495888	412
FJ495889	412
FJ495890	412
FJ495891	412
FJ495892	412
FJ495893	412
FJ495894	412
FJ495895	412
FJ495896	412
FJ495897	412
FJ495898	412
FJ495899	412
FJ495900	412
FJ495901	412
FJ495902	412
FJ495903	412
FJ495904	412
FJ495905	412
FJ495906	412
FJ495907	412
FJ495908	412
FJ495909	412
FJ495910	412
FJ495911	45
FJ495912	45
FJ495913	45
FJ495914	45
FJ495915	45
FJ495916	45
FJ495917	45
FJ495918	45
FJ495919	45
FJ495920	45
FJ495921	45
FJ495922	45
FJ495923	45
FJ495924	45
FJ495925	45
FJ495926	45
FJ495927	45
FJ495928	45
FJ495929	45
FJ495930	45
FJ495931	45
FJ495932	45
FJ495933	45
FJ495934	45
FJ495935	45
FJ495936	45
FJ496086	0
FJ496087	0
FJ496088	0
FJ496089	0
FJ496090	181
FJ496091	181
FJ496092	181
FJ496093	181
FJ496094	45
FJ496095	45
FJ496096	45
FJ496097	45
FJ496098	45
FJ496099	45
FJ496100	45
FJ496101	45
FJ496102	45
FJ496103	45
FJ496104	45
FJ496105	45
FJ496106	45
FJ496107	45
FJ496108	45
FJ496109	45
FJ496110	45
GQ925946	-1
JN944904	-1
JN944905	0
JN944939	-1
JQ957568	0
JQ957569	111
JQ957570	111
JQ957571	111
JQ957572	111
JQ957573	111
JQ957574	111
JQ957575	111
JQ957576	111
JQ957577	111
JQ957578	132
JQ957579	132
JQ957580	132
JQ957581	132
JQ957582	132
JQ957583	132
JQ957584	132
JQ957585	132
JQ957586	132
JQ957587	132
JQ957588	132
JQ957589	132
JQ957590	132
JQ957591	132
JQ957592	132
JQ957593	132
JQ957594	132
