HQ908219	-1
HQ908220	-1
HQ908221	-1
HQ908222	-1
HQ908223	-1
HQ908224	-1
HQ908225	-1
HQ908226	-1
HQ908227	-1
HQ908228	-1
HQ908229	-1
HQ908230	-1
HQ908231	-1
JX972238	0
JX972239	0
JX972240	0
JX972241	0
JX972242	0
JX972243	0
JX972244	0
JX972245	0
JX972246	0
JX972247	0
JX972248	0
JX972249	0
JX972250	13
JX972251	13
JX972252	13
JX972253	13
JX972254	13
JX972255	13
JX972256	13
JX972257	13
JX972258	13
JX972259	13
JX972260	13
JX972261	13
JX972262	13
JX972263	13
JX972264	41
JX972265	41
JX972266	41
JX972267	41
JX972268	41
JX972269	41
JX972270	41
JX972271	41
JX972272	41
JX972273	41
JX972274	41
JX972275	41
JX972276	41
JX972277	41
JX972278	41
JX972279	41
JX972280	41
JX972281	41
JX972282	41
JX972283	41
JX972284	41
JX972285	41
JX972286	41
JX972287	41
JX972288	41
JX972289	41
JX972290	41
JX972291	41
JX972292	69
JX972293	69
JX972294	69
JX972295	69
JX972296	69
JX972297	69
JX972298	69
JX972299	69
JX972300	69
JX972301	69
JX972302	69
JX972303	69
JX972304	69
JX972305	69
JX972306	69
JX972307	69
JX972308	69
JX972309	69
JX972310	69
JX972311	69
JX972312	69
JX972313	69
JX972314	69
JX972315	174
JX972316	174
JX972317	174
JX972318	174
JX972319	174
JX972320	174
JX972321	174
JX972322	174
JX972323	174
JX972324	174
JX972325	174
JX972326	174
JX972327	174
JX972328	174
JX972329	174
JX972330	174
JX972331	174
JX972332	174
JX972333	174
JX972334	174
JX972335	174
JX972336	174
JX972337	174
JX972338	174
JX972339	174
JX972340	420
JX972341	420
JX972342	420
JX972343	420
JX972344	420
JX972345	420
JX972346	420
JX972347	420
JX972348	420
JX972388	420
JX972389	420
JX973388	0
JX973389	0
JX973390	0
JX973391	0
JX973392	0
JX973393	0
JX973394	0
JX973395	0
JX973396	0
JX973397	0
JX973398	0
JX973399	0
JX973400	0
JX973401	0
JX973402	0
JX973403	0
JX973404	0
JX973405	0
JX973406	0
JX973407	0
JX973408	0
JX973409	0
JX973410	0
JX973411	0
JX973412	0
JX973413	13
JX973414	13
JX973415	13
JX973416	13
JX973417	13
JX973418	13
JX973419	13
JX973420	13
JX973421	13
JX973422	13
JX973423	13
JX973424	41
JX973425	41
JX973426	41
JX973427	41
JX973428	41
JX973429	41
JX973430	41
JX973431	41
JX973432	41
JX973433	41
JX973434	41
JX973435	41
JX973436	41
JX973437	41
JX973438	41
JX973439	41
JX973440	41
JX973441	41
JX973442	41
JX973443	41
JX973444	41
JX973445	41
JX973446	41
JX973447	41
JX973448	41
JX973449	41
JX973450	41
JX973451	41
JX973452	41
JX973453	69
JX973454	69
JX973455	69
JX973456	69
JX973457	69
JX973458	69
JX973459	69
JX973460	69
JX973461	69
JX973462	174
JX973463	174
JX973464	174
JX973465	69
JX973466	174
JX973467	174
JX973468	174
JX973469	174
JX973470	174
JX973471	174
JX973472	420
JX973473	420
JX973474	420
JX973475	420
JX973476	420
JX973477	420
JX973478	420
JX973479	420
JX973480	420
JX973481	420
JX974322	454
JX974323	454
JX974324	454
JX974325	454
JX974326	454
JX974327	454
JX974328	454
JX974329	454
JX974330	454
JX974331	454
