FJ443644	-1
FJ443645	-1
FJ443646	-1
FJ443647	-1
FJ443648	-1
FJ443649	-1
FJ443650	-1
FJ443651	-1
FJ443652	-1
FJ443653	-1
FJ443654	-1
FJ443655	-1
FJ443656	-1
FJ443657	-1
FJ443658	-1
FJ443659	-1
FJ443660	-1
FJ443661	-1
FJ443662	-1
FJ443663	-1
FJ443664	-1
FJ443665	-1
JX972455	0
JX972456	0
JX972457	0
JX972458	0
JX972459	0
JX972460	0
JX972461	0
JX972462	0
JX972463	0
JX972464	0
JX972465	0
JX972466	0
JX972467	0
JX972468	0
JX972469	0
JX972470	0
JX972471	0
JX972472	0
JX972473	0
JX972474	0
JX972475	0
JX972476	0
JX972477	0
JX972478	0
JX972479	0
JX972480	0
JX972481	0
JX972482	0
JX972483	0
JX972484	0
JX972485	0
JX972486	0
JX972487	0
JX972488	21
JX972489	21
JX972490	21
JX972491	21
JX972492	21
JX972493	21
JX972494	21
JX972495	21
JX972496	21
JX972497	21
JX972498	28
JX972499	28
JX972500	28
JX972501	28
JX972502	28
JX972503	28
JX972504	28
JX972505	28
JX972506	34
JX972507	34
JX972508	34
JX972509	34
JX972510	34
JX972511	34
JX972513	34
JX972514	34
JX972515	34
JX972516	34
JX972517	34
JX972518	34
JX972519	63
JX972520	63
JX972521	63
JX972522	63
JX972523	63
JX972524	63
JX972525	63
JX972526	63
JX972527	63
JX972528	63
JX972529	63
JX972530	63
JX972531	91
JX972532	91
JX972533	91
JX972534	91
JX972535	91
JX972536	91
JX972537	91
JX972538	91
JX972539	91
JX972540	175
JX972541	175
JX972542	175
JX972543	175
JX972544	175
JX972545	175
JX972546	175
JX972547	175
JX972548	175
JX972549	175
JX972550	175
JX972551	175
JX972552	273
JX972553	273
JX972554	273
JX972555	273
JX972556	273
JX972557	273
JX972558	273
JX972559	273
JX972560	273
JX972561	333
JX972562	333
JX972563	333
JX972564	333
JX972565	333
JX972566	333
JX972567	333
JX972568	333
JX972569	333
JX972570	670
JX972571	670
JX972572	670
JX972573	670
JX972574	670
JX972575	670
JX972576	670
JX972577	670
JX972578	670
JX972579	670
JX972580	670
JX972581	670
JX972582	670
JX972583	670
JX972584	670
JX972585	670
JX972586	670
JX972587	670
JX972588	670
JX972589	670
JX972590	670
JX972591	670
JX972592	670
JX972593	670
JX972594	670
JX972595	670
JX972596	670
JX972597	670
JX973549	0
JX973550	0
JX973551	0
JX973552	0
JX973553	0
JX973554	0
JX973555	0
JX973556	21
JX973557	21
JX973558	21
JX973559	21
JX973560	21
JX973561	21
JX973562	21
JX973563	28
JX973564	28
JX973565	28
JX973566	28
JX973567	28
JX973568	34
JX973569	34
JX973570	34
JX973571	34
JX973572	34
JX973573	34
JX973574	34
JX973575	63
JX973576	63
JX973577	63
JX973578	63
JX973579	63
JX973580	63
JX973581	63
JX973582	63
JX973583	63
JX973584	63
JX973585	63
JX973586	63
JX973587	91
JX973588	91
JX973589	91
JX973590	91
JX973591	91
JX973592	91
JX973593	175
JX973594	175
JX973595	175
JX973596	175
JX973597	175
JX973598	175
JX973599	175
JX973600	175
JX973601	175
JX973602	175
JX973603	175
JX973604	175
JX973605	273
JX973606	273
JX973607	273
JX973608	273
JX973609	273
JX973610	273
JX973611	273
JX973612	273
JX973613	273
JX973614	273
JX973615	333
JX973616	333
JX973617	333
JX973618	333
JX973619	333
JX973620	333
JX973621	333
JX973622	333
JX973623	333
JX973624	670
JX973625	670
JX973626	670
JX973627	670
JX973628	670
JX973629	670
KC156114	0
KC894107	-1
