10	1	1 0 1 1 1 1 0 1 0 1
10	26	1 0 1 1 1 1 0 1 1 1
10	1	1 0 1 0 1 0 0 0 0 1
10	26	1 0 1 0 1 1 0 0 0 1
10	20	1 0 1 1 1 1 0 0 1 0
10	26	0 0 1 1 1 1 1 1 0 0
20	6	1 0 1 1 1 1 0 1 0 1
20	1	1 0 1 1 1 0 0 1 1 1
20	18	1 0 1 1 1 1 0 1 1 1
20	21	1 0 1 0 1 1 0 0 0 1
20	1	1 0 1 0 1 0 0 0 1 1
20	1	1 0 1 1 1 1 1 0 0 1
20	3	1 0 1 0 1 1 1 0 0 1
20	2	1 0 0 1 1 1 0 0 1 0
20	1	1 1 1 1 1 1 0 0 1 0
20	19	1 0 1 1 1 1 0 0 1 0
20	1	0 0 0 1 1 1 1 1 0 0
20	26	0 0 1 1 1 1 1 1 0 0
30	1	1 0 1 1 1 1 0 0 0 1
30	1	0 0 1 1 1 1 0 1 0 1
30	6	1 0 1 1 1 1 0 1 0 1
30	5	1 0 1 1 1 1 0 1 1 0
30	14	1 0 1 1 1 1 0 1 1 1
30	6	1 0 1 1 1 1 0 0 1 1
30	1	0 0 1 0 1 1 0 0 0 1
30	27	1 0 1 0 1 1 0 0 0 1
30	1	1 0 1 0 0 1 0 0 0 0
30	11	1 0 1 0 1 1 0 0 0 0
30	1	1 0 1 1 1 1 1 0 0 1
30	1	1 0 1 0 1 1 1 0 0 0
30	4	1 0 1 0 1 1 1 0 0 1
30	1	1 0 0 1 1 1 0 0 1 0
30	1	1 1 1 1 1 1 0 0 1 0
30	8	1 0 1 1 1 1 0 0 1 0
30	1	0 0 1 1 0 1 1 1 0 0
30	10	0 0 1 1 1 1 1 1 0 0
40	10	1 0 1 1 1 1 0 1 0 1
40	5	1 0 1 1 1 1 0 0 0 1
40	1	1 0 1 1 1 0 0 1 1 1
40	3	1 0 1 1 1 1 0 1 1 0
40	12	1 0 1 1 1 1 0 0 1 1
40	2	1 0 1 1 1 1 0 1 1 1
40	1	1 0 1 0 0 1 0 0 0 1
40	3	1 0 1 0 1 0 0 0 0 1
40	28	1 0 1 0 1 1 0 0 0 1
40	19	1 0 1 0 1 1 0 0 0 0
40	2	1 0 1 0 1 1 1 0 0 1
40	1	1 0 1 1 1 1 0 0 0 0
40	4	1 0 1 0 0 1 0 0 0 0
40	3	1 0 1 0 0 0 0 0 1 1
40	1	1 1 1 1 1 1 0 0 1 0
40	1	1 0 1 1 1 1 0 0 1 0
40	4	0 0 1 1 1 1 1 1 0 0
50	12	1 0 1 1 1 1 0 1 0 1
50	10	1 0 1 1 1 1 0 0 0 1
50	8	1 0 1 1 1 1 0 0 0 0
50	15	1 0 1 0 1 1 0 0 0 0
50	17	1 0 1 0 1 1 0 0 0 1
50	2	1 0 1 0 0 1 0 0 0 1
50	2	1 0 1 1 1 1 0 1 1 0
50	3	1 0 1 1 1 1 0 0 1 1
50	1	1 0 1 1 1 1 0 1 1 1
50	1	1 0 1 0 1 0 0 0 0 1
50	1	1 0 1 0 1 1 1 0 0 1
50	3	1 0 1 0 0 1 0 0 0 0
50	2	1 1 1 1 1 0 0 0 1 0
50	1	1 1 1 1 1 1 0 0 1 1
50	18	1 1 1 1 1 1 0 0 1 0
50	3	1 0 1 1 1 1 0 0 1 0
50	1	0 0 1 1 1 1 1 1 0 0
60	1	1 0 1 1 1 1 0 1 0 0
60	1	1 0 1 1 1 1 0 1 0 1
60	1	1 0 1 1 0 1 0 0 0 1
60	11	1 0 1 1 1 1 0 0 0 1
60	7	1 0 1 0 0 1 0 0 0 0
60	19	1 0 1 0 1 1 0 0 0 0
60	1	1 0 1 1 1 1 0 0 0 0
60	1	0 0 1 0 1 1 0 0 0 1
60	15	1 0 1 0 1 1 0 0 0 1
60	1	1 0 1 0 0 1 0 0 0 1
60	1	1 0 1 1 1 1 0 1 1 0
60	1	1 0 1 1 1 1 0 0 1 1
60	2	1 1 1 1 1 0 0 0 1 0
60	1	1 1 1 1 1 1 0 0 1 1
60	37	1 1 1 1 1 1 0 0 1 0
70	1	1 0 1 1 1 1 0 0 0 1
70	8	1 0 1 0 0 1 0 0 0 0
70	10	1 0 1 1 1 1 0 0 0 0
70	4	1 0 1 0 1 1 0 0 0 1
70	22	1 0 1 0 1 1 0 0 0 0
70	6	1 1 1 1 1 0 0 0 1 0
70	2	1 1 0 1 1 1 0 0 1 0
70	47	1 1 1 1 1 1 0 0 1 0
