0	100	0 0 0 0 0 0 0 0 0 0
10	3	0 0 0 0 0 0 1 0 0 0
10	2	0 0 0 0 1 0 0 0 0 0
10	1	0 0 1 0 0 0 0 0 0 0
10	94	0 0 0 0 0 0 0 0 0 0
20	1	0 0 0 0 0 0 1 0 0 0
20	1	0 0 1 0 0 0 0 0 0 0
20	1	1 0 0 0 0 0 0 0 0 0
20	2	0 0 0 0 0 0 0 0 0 1
20	1	0 0 0 0 1 0 0 0 0 0
20	89	0 0 0 0 0 0 0 0 0 0
20	1	0 0 0 0 0 1 0 0 0 0
20	4	0 1 0 0 1 0 0 0 0 0
30	3	0 0 0 0 0 0 0 0 0 1
30	2	0 1 0 0 1 0 0 0 0 0
30	4	0 0 0 0 1 0 0 0 0 0
30	4	0 0 0 0 0 1 0 0 0 0
30	2	0 0 0 0 0 0 0 0 1 0
30	85	0 0 0 0 0 0 0 0 0 0
40	2	0 0 1 0 0 0 0 0 0 0
40	1	1 0 0 0 0 0 0 0 0 0
40	2	0 0 0 0 0 0 0 0 0 1
40	3	0 0 0 1 0 0 0 0 0 0
40	3	0 0 0 0 1 0 0 0 0 0
40	3	0 1 0 0 0 0 0 0 0 0
40	84	0 0 0 0 0 0 0 0 0 0
40	1	0 0 0 0 0 0 0 0 1 0
40	1	0 0 1 0 0 1 0 0 0 0
50	1	0 0 1 0 0 0 0 0 0 0
50	1	1 0 0 0 1 0 0 0 0 0
50	5	0 0 0 0 0 0 0 0 0 1
50	1	0 0 0 0 0 1 0 0 0 0
50	1	0 0 0 1 0 1 0 0 0 0
50	7	0 0 0 0 1 0 0 0 0 0
50	82	0 0 0 0 0 0 0 0 0 0
50	2	0 0 1 0 0 1 0 0 0 0
60	1	0 0 1 0 0 0 0 0 0 0
60	2	1 0 0 0 0 0 0 0 0 0
60	1	0 1 0 0 0 0 0 0 0 0
60	3	0 0 0 0 1 0 0 0 0 0
60	87	0 0 0 0 0 0 0 0 0 0
60	1	0 0 1 0 0 1 0 0 1 0
60	5	0 0 1 0 0 1 0 0 0 0
70	4	0 0 1 0 0 0 0 0 0 0
70	1	1 0 0 0 0 0 0 0 0 0
70	1	0 0 0 0 0 0 1 0 0 0
70	1	0 0 1 0 0 0 0 1 0 0
70	1	0 1 0 0 0 0 0 0 0 0
70	1	0 0 0 1 1 0 0 0 0 0
70	6	0 0 0 0 1 0 0 0 0 0
70	1	0 0 0 0 0 0 0 0 1 0
70	83	0 0 0 0 0 0 0 0 0 0
70	1	0 0 1 0 0 1 0 0 0 0
80	5	0 0 1 0 0 0 0 0 0 0
80	2	1 0 0 0 0 0 0 0 0 0
80	1	0 0 0 0 0 0 0 0 0 1
80	2	0 0 0 1 0 0 0 0 0 0
80	2	0 0 1 0 0 0 0 1 0 0
80	6	0 1 0 0 0 0 0 0 0 0
80	10	0 0 0 0 1 0 0 0 0 0
80	3	0 0 0 0 0 0 0 0 1 0
80	68	0 0 0 0 0 0 0 0 0 0
80	1	0 0 1 0 0 1 0 0 0 0
90	64	0 0 0 0 0 0 0 0 0 0
90	1	0 0 1 0 0 0 0 0 0 0
90	9	1 0 0 0 0 0 0 0 0 0
90	3	0 0 0 1 0 0 0 0 0 0
90	5	1 0 0 0 0 0 1 0 0 0
90	1	0 0 0 0 0 0 1 0 0 0
90	2	0 1 0 0 0 0 0 0 0 0
90	1	0 0 0 0 1 0 0 1 0 0
90	2	0 0 1 0 1 0 0 0 0 0
90	8	0 0 0 0 1 0 0 0 0 0
90	4	1 0 0 0 1 0 0 0 0 0
100	3	0 0 1 0 0 0 0 0 0 0
100	1	0 0 1 0 1 0 0 0 0 0
100	11	0 0 0 0 1 0 0 0 0 0
100	1	0 1 0 1 0 0 0 0 0 0
100	3	0 1 0 0 0 0 0 0 0 0
100	1	0 0 0 0 0 0 0 1 0 0
100	1	0 0 0 1 0 0 0 0 0 0
100	61	0 0 0 0 0 0 0 0 0 0
100	9	1 0 0 0 0 0 0 0 0 0
100	1	0 0 0 0 0 0 0 0 1 0
100	1	1 0 0 0 0 0 1 0 1 0
100	1	1 0 0 0 0 0 1 0 0 0
100	5	0 0 1 0 0 0 0 1 0 0
100	1	0 0 0 0 0 0 0 0 0 1
110	1	0 0 1 0 0 0 1 0 0 0
110	3	0 0 1 0 0 0 0 0 0 0
110	1	1 0 0 0 1 0 0 1 0 0
110	1	0 0 0 1 1 0 0 0 0 0
