"","loadtime","runtime","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49"
"1",0.0020298957824707,0.105730056762695,-0.00532595777260865,-0.00202655155932325,0.00536255128001558,0.00889382875882232,0.00535723409013886,0.00628809150805381,0.0275968700350598,0.0125206794138389,0.0273089475053228,-0.00185771654605118,0.0136308637027662,-9.85180140295522e-05,0.00644994563669366,0.00659681215764728,9.29784156053591e-18,0.00624402521421806,0.00771784892069443,-0.0101774313040928,-0.0375372314855094,0.0308434029999774,0.00794224893991621,-0.00216119837607549,0.00568343112719773,0.00752321529585662,0.00598970489456311,0.00754362048809063,-0.003898401709753,-0.00398615177227066,0.00189537076554412,-0.0107670130629542,-0.000876198055692655,-0.0123917687658727,0.000626794094944331,-0.00797333596237243,1.79439138135289e-17,-0.00611739082782642,-0.00574239751684748,-0.0049096126512005,-0.0030526820050985,0.0136862865429792,-0.0353453665520725,-0.0113178284698876,-0.00577463551702575,-0.0249080560329349,-0.00569295392799334,-2.39128103524468e-18,-0.0151086119723861,-0.000208350924368971,-0.0247482246748388,-0.00524551908674235
"2",0.00357580184936523,0.102452993392944,-0.00249043750716701,0.0110655325440884,0.0288156719146324,-0.0118371342839152,0.0023555950292323,0.0154760942600572,0.0119516827601407,0.0118943216600193,0.013670686398427,0.0273476220382157,7.85046229341888e-18,-0.00241480126207303,0.0010481899717932,0.0104514604848862,0.0100088661489757,-0.0126691736314144,-0.00571242304598651,0.0121632677776277,0.189939013342042,-0.00551205861469677,-0.0605526230626687,-0.00668389712956432,0.0136226263866457,0.00993171624945399,-0.00456462214034451,0.018118099028426,0.00224326940738056,0.00440427730030177,0.00354671550262797,-0.0120481591960647,-0.0102766783321412,-0.0084253031961906,-0.0131924701774549,0.00166957496337266,-0.00785726149584089,-0.00112845276754394,-0.00161824031612613,0,0.0473690659472094,-0.0341769043420767,-0.0331186670528877,-0.0108030058369028,-0.0524474028342007,0.00778070706272298,-0.0443982502179689,-0.00996244271145418,-0.00355067327089025,7.62255479287178e-18,-0.00158674086057165,0.00719514372556258
"3",0.00432205200195312,0.111196994781494,0.0233877499051929,0.0227410736042116,0.00335130062828827,0.00720910357232416,0.118370950535371,NA,0.00153602273937428,0.00518827538378333,0.015891547060488,-0.00847616894627569,0.0287054288465774,-0.00783474844506307,0.00921489986000866,0.00333569884228525,0.00168193910138008,0.00549044665488763,0.00113435411616768,-0.0105514122549621,-0.011791897535066,0.0129660290975919,0.0252673685114089,0.00188601114876737,0.00927380816162551,0.0037542680713023,-0.0147656657738474,0.00365940286699639,-0.00514431358080134,-0.0109037160639241,0.00101049197128602,-0.00558117168522868,-0.00700509699682763,0.0147813700392759,0.0157536246577704,-0.000288510554619099,0.013362884902099,-0.00299615159239465,-0.00205043601173169,0.00834005891433106,-0.000499020134161379,-1.85956831210718e-17,-0.032761018642456,NA,-0.00518827538378333,-0.00993938904356835,-0.0209829758882661,-0.0501531331429754,0.00050080951382394,-0.00210072846517857,-0.000823071555553856,-0.017325499663934
"4",0.0021519660949707,0.102389812469482,0.0196797653798838,0.0025173915797735,0.0180447590120875,0.00240577812109486,-0.00766208357658045,0.000435992724150743,0.0424373693452681,0.00529389589921245,0.0046979843634461,0.00256859223676203,-0.00532249100567277,-0.00972726871122124,0.00632548934329704,0.00190285984119272,0.0112604926929213,-0.00217664504639382,0.00449263450395194,-0.00680639552171665,-0.00264302685346626,0.00782909932215461,-0.00568099413601833,0.0126404379971865,0.000275404916734431,0.00808706509949992,-0.0103167554435509,-0.00192485849837501,-0.000407956485262236,0.00468940316835141,-0.0112347651203595,0.00806748607681108,-0.00522089483599124,0.00878275905569272,-0.00267875761108604,0.00519631856294499,0.00998452118737937,-0.0053607830485458,-0.0026275201196412,-0.00523296485519317,-0.00458710400330011,0.00791524545664686,-0.0181002120809908,-0.011522403356829,-0.0286920689864268,-0.00422076608197204,-0.00861619135944913,-0.0034044216721339,-0.00648473484572437,-0.0535749579439579,-0.00817778679217304,-0.0131176269707723
"5",0.00218296051025391,0.114568948745728,0.00934799806139556,0.00246012433004642,-0.00413115684327016,0.0267417046198493,0.00227097257398668,0.0199961960810212,0.0024641657674985,0.00411406368214424,0.0295571495461762,0.028053204030167,0.00117039111549185,0.00222849164213235,0.00929748402701199,0.00566642395405526,0.00160354802745072,0.00163030880252319,-0.00266930513645332,0.000730168340246585,0.00377256185305744,-0.0056254988551542,-0.00157903399092783,0.00189863580080018,0.00378916967580128,0.00100081021089588,-0.00139033885758106,0.00814489275049056,0.0150391264870612,0.000883908632623274,-0.00654535111345892,0.00126150241114793,0.00471884756315181,0.000922179785624754,0.000725364070968233,-0.00292035043638654,-0.00437245271399932,0.000427160278480799,0.00619066543578048,0.00101593888121374,0.00947709314213402,-0.00211566404580307,-0.00510060974675727,-0.00412990595114859,-0.0157026141364164,-0.00211136067981003,-0.0254852059819553,-0.00120412732432765,-0.0825340435484075,-0.00451596891744483,-0.00615077185483399,-0.00189453390043536
"6",0.00779008865356445,0.101141929626465,0.0077866250746833,-0.00265528910352491,0.00301880318154137,0.00481015351397078,NA,-0.000162050588023951,0.00449717532939612,0.00660691950309137,0.00640416505624803,0.0308426644667909,-0.000213254710057063,0.00200216928787162,0.00146863556097701,-0.00544057130109556,0.00434044895957302,-0.00225214791865119,-0.00158578123449523,0.0947381318944187,0.00193952424166423,-0.00478725425803687,-0.00936262688956888,-0.00189068723093977,0.00222170689413762,-0.000348150186137504,0.00638741407942341,0.000736264497703833,0.00307686500900071,0.00974038368776006,-0.00283868847192538,0.00266148113231517,0.00307717717241197,0.00113682952985758,0.00581920747752854,0.00151598879365046,1.25607396694702e-16,-0.00581964075907796,0.00245852789050996,-0.00263450444626061,-0.00545662569124043,-0.00400140371736785,-0.013656275160793,-0.0414944332920237,-0.0432372542152295,-0.0681843705551145,-0.00285489491165808,0,-0.00839979738665496,0.00178028750668086,-0.0395856320358646,-0.00762133610751411
"7",0.00433611869812012,0.120237827301025,-0.00193954766544734,0.011807993043978,-0.0247165284470002,0.0228215361269039,0.0222299743574678,0.00387174326796561,0.00976364857268287,0.00776037458004776,0.0203573014039091,0.00961142917620979,0.0238764961564044,-0.0168809168446602,-0.000797345495961352,-0.0161731820810263,-0.00412132787654184,-0.00875766455896895,-0.00924182810084443,-0.00837786362055629,0.00439475669395022,-0.00271201969892976,0.0174603867108524,0.00717514787675548,0.0234067116215237,0.0056322426145373,-0.024163420863124,-0.0188104967129931,-0.0020016823608353,-0.00197951953090327,0.0319859946133271,0.0224348739832645,0.0187368605973445,0.0131238681198598,-0.00447819537812119,-0.00396572528974096,0.000724518364444421,-0.0240915676178549,0.0150921357492268,0.00164926538008801,-0.00482835224124908,0.00612707609415446,-0.00184299001436849,-0.00626613256232036,-0.0283349442091963,-0.00540407195547796,-0.0240038674839371,0.00643083332319857,-0.0451873678390673,-0.00546889996199534,0.00515095534218142,0.00349828362186579
"8",0.00747990608215332,0.112369060516357,1.14188542449729e-17,NA,0.0393364638945991,0.00387228124837781,0.00705858510924634,0.0317302468238416,0.0052023251552745,0.0957263882213459,0.000574608549075343,0.00174622856392434,4.93264977669531e-18,-0.00355383502998697,-0.00400592888627391,-0.00202761844384501,-0.00390922903883562,1.05717379914926e-17,0.0054406735814582,-0.0939486169789762,0.00633812338627297,0.000862399158106541,0.0110630517406483,0.000349320969548325,-0.0078012860506679,0.00352287781161988,8.89050037383835e-18,0.0010804881385843,-0.00832975176317658,-0.00421978050948793,-0.0059835701719984,0.00793965417871458,0.0030626870950155,0.00036913347184381,0.00285038544640135,0.00931392326484389,0.00371313589260841,-0.000358182213632074,-0.000639605497439178,0.00210193669451614,-0.00303677188307926,0.00432790003872865,-0.00504225914970457,-0.0112388711185451,-0.00835103992070049,0.00206117985939529,0.00246378823957441,0.00239139365286392,1.11418044872021e-17,0.0703299552023964,-0.00281545166044855,0
"9",0.00771212577819824,0.133545160293579,0.0157282652036551,-0.00820060828077982,-0.00798115088419995,0.0604232437165641,0.0109000505209829,0.0103389894975937,-0.00529019570331019,0.0256145034369066,0.0362069707760853,0.0105078883622551,-0.00193447806966638,0.00483310118689454,-0.0094022288649255,-0.0295059903772689,-0.0302252043238694,-0.00583693188931804,0.00735158664526918,0.0102995186763913,0.0209514136654428,-0.228148492095396,-0.0178291582671432,0.00715955110465683,-0.00671139762520268,0.0058566974099428,0.00903345361599147,-0.0103022764786349,0.00128641609025866,-0.000728045427211665,0.0116908543051131,0.00747638997680958,0.0156325502197369,0.00878715309563343,0.00582754089614206,-0.00480433921556333,-0.00483378764762901,-0.0178680242747121,0.0257178346255759,0.00882397630010649,-0.0115993511251379,-0.00289289682863874,-0.00689865850828411,0.000449392684999337,-0.00872175130877636,-0.0201506188967629,0.00248379755958346,-0.0136074924470444,-0.0162978859283429,-0.00881599330022052,-0.0282983705724181,-0.0283755662007279
"10",0.00370597839355469,0.0878920555114746,0.00298783592539114,0.00867925400974922,0.0226928041042456,0.00781443946693292,0.00502042871808733,0.0544000825982969,4.831053719027e-18,7.98362624449551e-18,0.00531818445420766,NA,2.09345661157837e-17,0.00266938239739634,-0.00282654054631898,0.00140986408797778,-0.0035917872501952,-0.00418460781216711,0.00170751826494207,-0.00340306234850306,-0.00270499827701525,-0.000771152358802167,-0.00171601868855391,-0.0993961663432347,-0.00177458407265187,0.00534413875158453,0.00440156040429559,-0.00317784365195586,0.00382412250193215,-0.00363993890484741,9.41939197929031e-06,0.00367901267637755,-0.00250270858047903,0.00123015865550483,-0.00539826242576303,-0.00362354154555314,0.00069636413516825,-0.0169154361440595,-0.0123796312787936,-0.000327272436906842,-0.00559899216803095,0.00177541888533437,-0.00200588301293712,-0.00559510580149659,0.00163478174032011,-0.0656054167703323,-0.00745824220940339,-0.0332495621442791,0,-0.00642437044270956,-0.0050090297881864,-0.15725548373143
